steam_addr,sh4_pc,confidence,evidence,method,steam_name,sh4_label,bank,sh4_role,score,runner_up,steam_ninsn,sh4_ninsn
0x1406229f0,0x8c0511b4,medium,sw:48#2#0(9.9) kl:48#-1(7.9) ko:48(4.7) d:58(1.0) d:50(0.6),fingerprint+callgraph,FUN_1406229f0,loc_8c0511b4,bank05,,24.07,runner-up: sh4 0x8c05218a(5.3) / steam 0x143272640(7.8),13,23
0x140622a50,0x8c04f9be,high,sw:264#0#0(9.9) k:264#0(9.9) kl:264#-2(7.9) c:41d55555(6.0) ko:264(4.6) d:50(0.6),fingerprint+callgraph,FUN_140622a50,loc_8c04f9be,bank04,,38.84,runner-up: sh4 0x8c052e4e(6.6) / steam 0x14063e5d0(11.3),28,46
0x140622ae0,0x8c04f974,high,sw:264#0#1(9.9) k:264#1(9.9) kl:264#-1(7.9) c:42555555(6.0) ko:264(4.6) d:50(0.6),fingerprint+callgraph,FUN_140622ae0,loc_8c04f974,bank04,,38.86,runner-up: sh4 0x8c07ad94(6.6) / steam 0x14063e5d0(11.3),23,37
0x140622b60,0x8c04f6e8,high,sw:130#0#0(9.9) k:130#0(9.9) kl:130#-1(7.9) c:7000000(6.2) ko:130(4.9) c:40092492(4.5) c:3fd55555(4.3) d:6c(1.0),fingerprint+callgraph,FUN_140622b60,loc_8c04f6e8,bank04,,50.76,runner-up: sh4 0x8c04ec0c(16.3) / steam 0x14063e4a0(30.2),146,308
0x140622e10,0x8c04f628,high,b:324e6(8.2) kl:57#-6(7.9) b:3db8(6.9) ko:57(3.8),fingerprint+callgraph,FUN_140622e10,loc_8c04f628,bank04,,26.86,runner-up: sh4 0x8c043fb8(20.6) / steam 0x14074c4c0(16.1),58,84
0x140623100,0x8c04ecee,high,b:3dba(10.7) b:32500(8.3) kl:266#-2(7.9) b:3db8(7.1) ko:266(4.6),fingerprint+callgraph,FUN_140623100,loc_8c04ecee,bank04,,38.66,runner-up: sh4 0x8c043ef4(26.2) / steam 0x140628020(21.9),114,26
0x140623350,0x8c04d000,high,c:bd555555(8.0) c:3d555555(7.7) c:c00(5.6) c:800(4.9),fingerprint,FUN_140623350,loc_8c04d000,bank04,,26.28,runner-up: sh4 0x8c0507f0(14.4) / steam 0x1407e6210(16.9),19,31
0x1406233b0,0x8c04eafc,high,sw:142#2#0(9.9) b:3d10(8.8) c:40092492(4.5) c:3fd55555(4.3) ko:142(3.9) d:580(2.0) r:154(1.5) d:170(1.0),fingerprint+callgraph,FUN_1406233b0,loc_8c04eafc,bank04,,35.92,runner-up: sh4 0x8c04ef28(16.8) / steam 0x1407ee200(17.2),117,94
0x140623f80,0x8c04f2ac,medium,c:bff0(8.5) c:c00(5.7) c:12c(4.0) d:57e(3.3) r:87(2.6) d:57c(2.4) d:578(1.7),fingerprint+callgraph,FUN_140623f80,loc_8c04f2ac,bank04,,28.31,runner-up: sh4 0x8c04fc20(14.2) / steam 0x14060c070(23.3),69,44
0x1406240d0,0x8c04fe7c,medium,c:403aaaaa(8.5) c:c0200000(6.9) c:400(4.7) d:78(0.7),fingerprint,FUN_1406240d0,loc_8c04fe7c,bank04,,20.78,runner-up: sh4 0x8c047f8e(10.4) / steam 0x140747950(16.1),11,22
0x140624440,0x8c0502a4,high,c:420c0000(8.3) b:6914(7.2) c:3f0(6.4) c:42555555(6.0) r:192(3.4) r:155(2.7) d:578(1.7) d:54(0.7),fingerprint+callgraph,FUN_140624440,loc_8c0502a4,bank05,,36.99,runner-up: sh4 0x8c0514d0(16.3) / steam 0x1407913a0(28.1),145,273
0x140624b60,0x8c050048,high,sw:365#1#1(9.9) k:365#3(9.9) kl:365#-11(7.9) c:40092492(4.5) ko:365(4.0) d:88(0.9) d:7c(0.8),fingerprint+callgraph,FUN_140624b60,loc_8c050048,bank05,,37.79,runner-up: sh4 0x8c052974(4.0) / steam 0x1406302a0(10.6),16,50
0x140624cc0,0x8c04fd92,high,c:3fa00000(7.2) b:690e(6.6) b:690d(6.6) c:3fd55555(4.3) d:18f(1.8) d:185(1.1) d:78(0.7),fingerprint,FUN_140624cc0,loc_8c04fd92,bank04,,28.18,runner-up: sh4 0x8c051bec(13.3) / steam 0x14061ca70(20.2),40,89
0x140624ed0,0x8c05000a,high,sw:407#2#0(9.9) k:407#2(9.9) c:c1ab6db6(8.4) kl:407#-4(7.9) ko:407(4.9) d:7c(0.8),fingerprint+callgraph,FUN_140624ed0,loc_8c05000a,bank04,,41.73,runner-up: sh4 0x8c048aa2(4.6) / steam 0x14067bbd0(9.2),9,14
0x140626bb0,0x8c0469c8,medium,b:3d40(8.7) c:186(8.4),fingerprint,FUN_140626bb0,loc_8c0469c8,bank04,,17.12,runner-up: sh4 0x8c042eea(8.7) / steam 0x14062d040(10.5),25,37
0x140626c20,0x8c04669c,medium,b:3d50(9.2) b:3d3c(7.4) r:14(4.9),fingerprint,FUN_140626c20,loc_8c04669c,bank04,,21.43,runner-up: sh4 0x8c046ddc(12.3) / steam 0x14060f0a0(17.1),84,93
0x140626c20,0x8c046756,low,inlined into FUN_140626c20 (covers 100% of strong tokens): b:3d3c,inlined,FUN_140626c20,loc_8c046756,bank04,,0,,84,42
0x140626db0,0x8c045ffe,high,b:6cc8(9.9) b:3d63(9.6) b:3d50(9.2) b:3cd1(7.9) b:3db8(6.8) c:1a4(6.8) c:12c(4.0),fingerprint,FUN_140626db0,loc_8c045ffe,bank04,,54.15,runner-up: sh4 0x8c03dcba(25.4) / steam 0x14060f0a0(34.7),59,71
0x140626eb0,0x8c046912,high,b:3d63(10.7) b:3d05(9.2) c:3000000(6.9) r:174(5.5),fingerprint+callgraph,FUN_140626eb0,loc_8c046912,bank04,,32.37,runner-up: sh4 0x8c046baa(18.8) / steam 0x140628020(24.2),64,76
0x140627230,0x8c04611c,medium,b:3d63(10.4) c:bff0(8.5) r:88(4.6),fingerprint+callgraph,FUN_140627230,loc_8c04611c,bank04,,23.45,runner-up: sh4 0x8c03d7a8(10.4) / steam 0x140615760(11.5),51,85
0x140627390,0x8c0467ce,high,b:3d63(9.6) c:3000000(6.9) c:1b0(6.5) c:168(5.7) d:578(1.7) d:48(1.0) d:28(0.8) d:20(0.7),fingerprint,FUN_140627390,loc_8c0467ce,bank04,,32.93,runner-up: sh4 0x8c0463aa(18.2) / steam 0x140626eb0(17.2),84,144
0x1406276d0,0x8c046c74,low,b:3d40(9.0) b:3d10(9.0) b:324e0(6.5) c:7000000(6.2) r:197(2.9) r:155(2.7),fingerprint+callgraph,FUN_1406276d0,loc_8c046c74,bank04,,36.29,runner-up: sh4 0x8c046bc4(30.7) / steam 0x14060f0a0(26.9),55,115
0x1406277b0,0x8c0463aa,high,b:3d5c(10.1) c:aaaa(9.9) c:70000000(9.9) c:50000000(9.9) b:3d63(9.6) b:3d50(9.2) b:3d40(8.7) c:30000000(8.6),fingerprint,FUN_1406277b0,loc_8c0463aa,bank04,,111.83,runner-up: sh4 0x8c03de54(41.6) / steam 0x14060e170(60.4),247,314
0x1406277b0,0x8c047278,low,inlined into FUN_1406277b0 (covers 100% of strong tokens): b:3d04,inlined,FUN_1406277b0,loc_8c047278,bank04,,0,,247,53
0x140627c50,0x8c046ddc,high,b:3d6a(9.3) b:3d10(8.7) b:3ce1(8.7) b:3d43(8.5) b:3d3c(7.4) b:3d04(7.3) r:14(4.9),fingerprint,FUN_140627c50,loc_8c046ddc,bank04,,54.7,runner-up: sh4 0x8c03de54(33.2) / steam 0x14060e170(40.0),200,370
0x1406281a0,0x8c047218,high,sw:135#1#0(9.9) k:135#1(9.9) b:3d6a(9.4) kl:135#-1(7.9) ko:135(4.9),fingerprint+callgraph,FUN_1406281a0,loc_8c047218,bank04,,42.01,runner-up: sh4 0x8c0430d0(13.8) / steam 0x14062e4f0(9.4),78,29
0x140628320,0x8c045fd0,high,b:3d66(10.4) b:3d5e(9.0) b:324e0(6.4) r:26(5.9) ko:42(3.1),fingerprint+callgraph,FUN_140628320,loc_8c045fd0,bank04,,34.75,runner-up: sh4 0x8c038028(25.7) / steam 0x14063afd0(15.4),28,23
0x140628570,0x8c0409e0,high,b:3d44(8.5) b:3d46(8.3) kl:42#-1(7.9) b:3cbc(6.8) ko:42(3.1),fingerprint+callgraph,FUN_140628570,loc_8c0409e0,bank04,,34.63,runner-up: sh4 0x8c03bbe2(23.6) / steam 0x1406297f0(23.6),25,37
0x140628570,0x8c0306de,low,inlined into FUN_140628570 (covers 100% of strong tokens): b:3d46,inlined,FUN_140628570,loc_8c0306de,bank03,,0,,25,26
0x140628570,0x8c040d60,low,inlined into FUN_140628570 (covers 100% of strong tokens): b:3cbc,inlined,FUN_140628570,loc_8c040d60,bank04,,0,,25,19
0x140628570,0x8c041588,low,inlined into FUN_140628570 (covers 100% of strong tokens): b:3d46,inlined,FUN_140628570,loc_8c041588,bank04,,0,,25,9
0x1406285f0,0x8c0402a4,medium,c:45dac000(9.5) b:6960(8.7) b:6964(8.7) c:44610000(8.6) b:695c(8.6) b:691c(8.5) b:6918(8.4) b:3cc6(8.2),fingerprint,FUN_1406285f0,loc_8c0402a4,bank04,,123.68,runner-up: sh4 0x8c03a420(96.8) / steam 0x14062bc80(94.1),138,207
0x1406289c0,0x8c040564,high,b:3cc6(8.2) c:430c0000(8.0) b:3cc0(7.0) b:3cbc(6.7),fingerprint,FUN_1406289c0,loc_8c040564,bank04,,29.86,runner-up: sh4 0x8c0126cc(21.8) / steam 0x140610870(21.8),43,70
0x14062bc80,0x8c03a420,medium,b:3d52(9.9) c:44870000(9.9) b:6988(9.8) c:433e0000(9.2) b:6910(9.2) c:444b16de(9.0) b:6960(8.7) b:6964(8.7),fingerprint,FUN_14062bc80,loc_8c03a420,bank03,,241.75,runner-up: sh4 0x8c03c134(190.7) / steam 0x140629890(181.4),316,424
0x14062bc80,0x8c03bbe2,medium,inlined into FUN_14062bc80 (covers 89% of strong tokens): b:3cbc b:3cc0 b:3cd1 b:3d3c b:3d44 b:3d45 b:3d46,inlined,FUN_14062bc80,loc_8c03bbe2,bank03,,0,,316,108
0x14062bc80,0x8c03c06a,medium,inlined into FUN_14062bc80 (covers 85% of strong tokens): b:3cbc b:3d3c b:3d44 b:3d45 b:3d46,inlined,FUN_14062bc80,loc_8c03c06a,bank03,,0,,316,65
0x14062bc80,0x8c0305d8,low,inlined into FUN_14062bc80 (covers 100% of strong tokens): b:3d46,inlined,FUN_14062bc80,loc_8c0305d8,bank03,,0,,316,39
0x14062bc80,0x8c03ba4a,low,inlined into FUN_14062bc80 (covers 65% of strong tokens): b:3cbc b:3d44,inlined,FUN_14062bc80,loc_8c03ba4a,bank03,,0,,316,62
0x14062bc80,0x8c03bce8,low,inlined into FUN_14062bc80 (covers 68% of strong tokens): b:3cbb b:3cbc b:3cbd b:3cbe b:3cbf b:3cc0 b:3cd1 b:3d3c,inlined,FUN_14062bc80,loc_8c03bce8,bank03,,0,,316,386
0x14062cd50,0x8c031f24,high,sw:35#1#2(9.9) sw:30#1#2(9.9) k:30#3(9.9) kl:35#-13(7.9) ko:35(3.6) ko:30(3.6),fingerprint+callgraph,FUN_14062cd50,loc_8c031f24,bank03,,44.71,runner-up: sh4 0x8c0357d8(8.5) / steam 0x14062cd70(25.0),3,6
0x14062cd70,0x8c031f10,high,sw:35#1#1(9.9) sw:30#1#1(9.9) k:30#2(9.9) kl:35#-14(7.9) ko:35(3.6) ko:30(3.6) ko:17(3.4),fingerprint+callgraph,FUN_14062cd70,loc_8c031f10,bank03,,48.15,runner-up: sh4 0x8c031f24(25.0) / steam 0x14062cda0(28.4),8,10
0x14062cda0,0x8c031ef8,high,sw:35#1#0(9.9) sw:31#1#0(9.9) sw:30#1#0(9.9) k:30#1(9.9) kl:35#-15(7.9) ko:31(3.6) ko:35(3.6) ko:30(3.6),fingerprint+callgraph,FUN_14062cda0,loc_8c031ef8,bank03,,61.65,runner-up: sh4 0x8c030f24(32.0) / steam 0x140610710(16.8),19,12
0x14062cfe0,0x8c0f9924,medium,sw:331#0#0(9.9) k:331#0(9.9) ko:331(4.6),fingerprint+callgraph,FUN_14062cfe0,loc_8c0f9924,bank0f,,24.32,runner-up: sh4 0x8c0fa2ec(4.6) / steam 0x14062d9c0(4.6),20,32
0x14062d9c0,0x8c0fa2ec,medium,sw:331#0#1(9.9) k:331#1(9.9) ko:331(4.6),fingerprint+callgraph,FUN_14062d9c0,loc_8c0fa2ec,bank0f,,24.32,runner-up: sh4 0x8c0f9924(4.6) / steam 0x14062cfe0(4.6),20,32
0x140632370,0x8c03ee92,low,c:460c8800(9.9) b:3ce2(8.8) b:3c7a(8.7) b:3cc6(8.2) b:3cd0(8.0) c:40c00000(7.9) b:3c66(7.5) b:3cbb(7.3),fingerprint,FUN_140632370,loc_8c03ee92,bank03,,73.3,runner-up: sh4 0x8c040b20(48.2) / steam 0x140614cc0(63.3),83,226
0x140632660,0x8c03ffe4,medium,c:3cf5c28f(8.8) c:811(7.7) c:bf000000(7.1) c:3c23d70a(6.1) r:6(2.2) d:a0(1.3) d:74(1.2) d:170(1.0),fingerprint,FUN_140632660,loc_8c03ffe4,bank03,,38.84,runner-up: sh4 0x8c040194(30.1) / steam 0x14073e8a0(17.5),22,46
0x140632920,0x8c0400ce,high,c:1005(8.8) c:3ecccccd(7.4) c:41700000(6.6) c:41a00000(5.9) r:6(2.2) d:154(2.0) d:134(2.0) d:148(1.7),fingerprint,FUN_140632920,loc_8c0400ce,bank03,,38.9,runner-up: sh4 0x8c03f790(28.7) / steam 0x14048f2e0(22.0),22,47
0x1406329e0,0x8c03f2b6,low,b:3c7a(9.0) b:3cc6(8.7) b:3d3c(7.7) b:3cbd(7.6) b:3c66(7.6) c:1e0(6.9) r:255(5.9) c:ff000000(5.6),fingerprint+callgraph,caseD_1,loc_8c03f2b6,bank03,,63.08,runner-up: sh4 0x8c03f6d8(53.5) / steam 0x140632ac0(50.3),47,58
0x140632b70,0x8c03f3a8,high,c:43980000(9.9) c:912(9.5) c:43f80000(9.5) c:1005(8.8) b:3c7a(8.7) c:910(8.4) c:3f8ccccd(8.0) b:3c66(7.5),fingerprint,caseD_3,loc_8c03f3a8,bank03,,116.41,runner-up: sh4 0x8c03f6d8(60.3) / steam 0x14061d900(40.1),209,258
0x140632b70,0x8c03f880,medium,inlined into caseD_3 (covers 91% of strong tokens): c:3e000000 c:3e800000 c:3f8ccccd c:43f80000 c:912,inlined,caseD_3,loc_8c03f880,bank03,,0,,209,85
0x140632b70,0x8c03fad0,medium,inlined into caseD_3 (covers 86% of strong tokens): c:1005 c:3f8ccccd c:42000000,inlined,caseD_3,loc_8c03fad0,bank03,,0,,209,70
0x140633040,0x8c03f790,high,b:3cbd(7.5) b:3cc0(7.2) r:94(5.9) r:104(5.9) c:ff000000(5.6),fingerprint+callgraph,caseD_5,loc_8c03f790,bank03,,32.1,runner-up: sh4 0x8c03f600(20.2) / steam 0x14061d900(24.3),36,27
0x140633250,0x8c03f7c6,low,b:3cc4(9.2) b:3cc2(8.7) b:3cc6(8.6) b:3cbd(7.6) b:3cbe(7.5) b:3cbb(7.5) b:3cba(7.3) b:3cc0(7.3),fingerprint+callgraph,FUN_140633250,loc_8c03f7c6,bank03,,97.6,runner-up: sh4 0x8c03f6d8(76.2) / steam 0x140611a20(83.2),34,72
0x140633300,0x8c03f0fa,high,c:460ca000(9.0) b:3cc4(8.7) c:1770(8.6) b:3cc2(8.4) b:3cc6(8.2) b:3cd1(7.9) b:3cbe(7.4) b:3cbd(7.3),fingerprint,FUN_140633300,loc_8c03f0fa,bank03,,86.1,runner-up: sh4 0x8c03ebda(61.5) / steam 0x140633250(60.6),83,125
0x140635ad0,0x8c0530d8,high,b:3d64(10.3) k:192#0(9.9) kl:149#-1(7.9) ko:192(4.7) ko:149(4.4) r:87(2.6),fingerprint+callgraph,FUN_140635ad0,loc_8c0530d8,bank05,,39.85,runner-up: sh4 0x8c04761c(13.8) / steam 0x140136bd0(10.5),101,222
0x140635d60,0x8c053b88,high,c:413c9249(8.3) c:bfa00000(7.6) c:413aaaaa(6.9) c:42892492(6.4) c:bf092492(6.0) c:41555555(5.6) d:174(1.1) d:88(0.9),fingerprint,FUN_140635d60,loc_8c053b88,bank05,,45.73,runner-up: sh4 0x8c06e05c(20.3) / steam 0x1407e9160(30.6),77,124
0x140635f80,0x8c053348,low,c:702(8.5) c:f01(8.0) d:580(2.0) d:84(0.8) d:78(0.7) d:54(0.7),fingerprint,FUN_140635f80,loc_8c053348,bank05,,20.71,runner-up: sh4 0x8c06a798(9.2) / steam 0x14009c270(17.6),40,90
0x140636120,0x8c051a90,medium,k:224#4(9.9) kl:224#-3(7.9) ko:224(4.1) d:54(0.7),fingerprint+callgraph,FUN_140636120,loc_8c051a90,bank05,,22.57,runner-up: sh4 0x8c05229c(4.1) / steam 0x1404c0ef0(12.5),22,51
0x140636180,0x8c052974,low,c:41baaaaa(7.2) c:c1baaaaa(7.0) r:373(5.4) ko:365(4.0) d:50(0.6),fingerprint+callgraph,FUN_140636180,loc_8c052974,bank05,,24.11,runner-up: sh4 0x8c052838(20.1) / steam 0x140636ce0(20.1),34,60
0x140636350,0x8c0529ec,medium,sw:315#1#0(9.9) b:2eee8(9.8) ko:315(4.6) d:18e(2.5),fingerprint+callgraph,FUN_140636350,loc_8c0529ec,bank05,,26.7,runner-up: sh4 0x8c045250(9.8) / steam 0x1407bbdb0(12.2),26,47
0x1406363c0,0x8c053c8e,low,c:42892492(6.5) r:399(5.2) d:54(0.7),fingerprint+callgraph,FUN_1406363c0,loc_8c053c8e,bank05,,12.36,runner-up: sh4 0x8c0645e6(8.0) / steam 0x1407933d0(8.0),33,24
0x140636450,0x8c0532a8,medium,k:24#0(9.9) b:324e5(9.6) ko:24(4.7) d:64(1.3) d:170(1.0),fingerprint+callgraph,FUN_140636450,loc_8c0532a8,bank05,,26.51,runner-up: sh4 0x8c055cf6(12.6) / steam 0x1406371c0(11.9),32,55
0x1406364f0,0x8c0518a0,high,b:324e4(10.7) k:179#1(9.9) kl:179#-8(7.9) c:3c00(6.4) c:240(6.1) c:360(6.0) c:300(5.7) c:200(4.9),fingerprint+callgraph,FUN_1406364f0,loc_8c0518a0,bank05,,76.29,runner-up: sh4 0x8c047758(21.9) / steam 0x14060c070(30.9),212,218
0x140636c20,0x8c0526d6,low,c:41baaaaa(7.0) c:c1baaaaa(6.8) c:1000(4.7) ko:179(4.4) r:141(4.0) r:192(3.5) d:50(0.6),fingerprint+callgraph,FUN_140636c20,loc_8c0526d6,bank05,,30.86,runner-up: sh4 0x8c048924(26.8) / steam 0x140636ce0(26.5),47,143
0x140636ce0,0x8c052838,low,c:41baaaaa(7.2) c:c1baaaaa(7.0) r:373(5.4) c:1000(4.7) r:141(4.1) r:192(3.6) d:50(0.6),fingerprint+callgraph,FUN_140636ce0,loc_8c052838,bank05,,32.48,runner-up: sh4 0x8c048924(27.3) / steam 0x140636180(20.1),48,81
0x140636db0,0x8c052af0,high,sw:334#2#0(9.9) k:334#5(9.9) kl:334#-5(7.9) kl:265#-1(7.9) ko:334(4.2) ko:265(4.0) d:54(0.7),fingerprint+callgraph,FUN_140636db0,loc_8c052af0,bank05,,44.34,runner-up: sh4 0x8c047f46(4.6) / steam 0x140637b30(13.8),13,20
0x140636eb0,0x8c052930,medium,k:224#1(9.9) kl:224#-6(7.9) ko:224(4.1),fingerprint+callgraph,FUN_140636eb0,loc_8c052930,bank05,,21.89,runner-up: sh4 0x8c05229c(4.1) / steam 0x14012f3a0(11.6),21,34
0x140636f70,0x8c052ce2,medium,k:182#2(9.9) c:c22b6db6(9.9) ko:182(4.2) ko:179(4.1) d:54(0.7),fingerprint+callgraph,FUN_140636f70,loc_8c052ce2,bank05,,28.8,runner-up: sh4 0x8c0517be(21.9) / steam 0x1404c0ef0(13.9),26,90
0x140636ff0,0x8c051bca,high,sw:360#3#0(9.9) k:360#3(9.9) k:359#6(9.9) kl:360#-4(7.9) kl:359#-5(7.9) ko:360(4.9) c:2000(4.9) ko:359(4.5),fingerprint+callgraph,FUN_140636ff0,loc_8c051bca,bank05,,59.67,runner-up: sh4 0x8c047f46(6.6) / steam 0x1407f0440(8.4),42,17
0x1406371c0,0x8c05176e,medium,sw:319#1#0(9.9) kl:319#-3(7.9) ko:319(4.2) d:170(1.0),fingerprint+callgraph,FUN_1406371c0,loc_8c05176e,bank05,,22.93,runner-up: sh4 0x8c052838(18.7) / steam 0x140743f00(15.0),82,40
0x140637320,0x8c0517be,low,k:371#2(9.9) ko:371(4.7) c:bf4db6db(4.6) r:154(1.5) d:88(0.9),fingerprint+callgraph,FUN_140637320,loc_8c0517be,bank05,,21.58,runner-up: sh4 0x8c059cec(3.5) / steam 0x1406379c0(18.0),23,68
0x140637390,0x8c052dac,medium,b:690e(6.6) b:690d(6.6) r:329(5.5) ko:179(4.6) ko:365(4.0) r:154(1.5) d:84(0.8) d:78(0.7),fingerprint+callgraph,FUN_140637390,loc_8c052dac,bank05,,30.24,runner-up: sh4 0x8c04db70(16.2) / steam 0x1406379c0(23.2),52,81
0x140637470,0x8c051648,high,kl:246#-3(7.9) c:360(6.0) c:c00(5.7) c:120(5.7) c:2000(4.9) ko:246(4.7) c:1000(4.7) c:bf4db6db(4.6),fingerprint+callgraph,caseD_d,loc_8c051648,bank05,,56.29,runner-up: sh4 0x8c046d7e(32.6) / steam 0x140749df0(36.9),197,131
0x140637870,0x8c05218a,high,sw:243#0#0(9.9) k:243#0(9.9) k:224#5(9.9) kl:243#-4(7.9) kl:224#-2(7.9) c:41baaaaa(7.0) c:c1baaaaa(6.8) ko:243(4.9),fingerprint+callgraph,FUN_140637870,loc_8c05218a,bank05,,74.56,runner-up: sh4 0x8c052214(15.5) / steam 0x140637900(17.4),21,37
0x140637960,0x8c052a72,low,c:1000(4.7) ko:365(4.0) r:192(3.6),fingerprint+callgraph,FUN_140637960,loc_8c052a72,bank05,,12.22,runner-up: sh4 0x8c052ac6(8.3) / steam 0x1406c9d20(8.3),14,21
0x140637990,0x8c052a9c,high,sw:406#5#0(9.9) k:406#6(9.9) kl:406#-2(7.9) ko:406(4.7) c:1000(4.7) r:192(3.6),fingerprint+callgraph,FUN_140637990,loc_8c052a9c,bank05,,40.68,runner-up: sh4 0x8c052ac6(8.3) / steam 0x14007df60(9.4),14,21
0x140637ba0,0x8c051af6,high,k:334#2(9.9) c:1800(7.9) kl:334#-8(7.9) c:3c00(6.4) r:342(5.9) r:350(5.4) ko:334(4.2) r:141(4.0),fingerprint+callgraph,FUN_140637ba0,loc_8c051af6,bank05,,60.08,runner-up: sh4 0x8c054184(12.4) / steam 0x140137200(20.7),51,87
0x140637c70,0x8c051868,high,k:359#5(9.9) kl:359#-6(7.9) c:c00(5.7) ko:359(4.5),fingerprint+callgraph,FUN_140637c70,loc_8c051868,bank05,,27.97,runner-up: sh4 0x8c053d20(7.9) / steam 0x140081390(9.7),47,23
0x140637f00,0x8c052008,medium,c:700000(8.4) c:bf4db6db(4.6) r:296(3.6) r:155(2.7) d:174(1.1) d:6c(1.0) d:88(0.9) d:84(0.8),fingerprint+callgraph,FUN_140637f00,loc_8c052008,bank05,,25.12,runner-up: sh4 0x8c051bec(20.2) / steam 0x1406e09a0(15.8),234,92
0x140638260,0x8c0520c0,low,c:700000(8.6) r:296(3.6),fingerprint+callgraph,caseD_6,loc_8c0520c0,bank05,,12.24,runner-up: sh4 0x8c044610(8.6) / steam 0x14074c870(8.6),41,25
0x1406383f0,0x8c052c84,high,sw:334#4#0(9.9) k:334#8(9.9) kl:334#-2(7.9) ko:334(4.2) d:84(0.8) d:78(0.7),fingerprint+callgraph,FUN_1406383f0,loc_8c052c84,bank05,,33.33,runner-up: sh4 0x8c052af0(4.2) / steam 0x140637ba0(4.2),12,18
0x1406388d0,0x8c057ef6,high,c:421a4924(8.8) c:bf700000(7.4) c:c0a00000(6.2) c:40a00000(5.8) d:250(1.8) d:88(0.9) d:84(0.8),fingerprint,FUN_1406388d0,loc_8c057ef6,bank05,,31.66,runner-up: sh4 0x8c051d56(14.8) / steam 0x140705460(21.1),29,59
0x140638a60,0x8c0580fa,low,r:422(5.1) r:216(4.5) r:154(1.5),fingerprint+callgraph,FUN_140638a60,loc_8c0580fa,bank05,,11.1,runner-up: sh4 0x8c05818a(6.0) / steam 0x1432988e0(6.7),15,26
0x140638c40,0x8c0583ae,medium,c:41baaaaa(7.3) c:800(4.9) r:216(4.5) d:250(1.9) r:154(1.5) d:50(0.6),fingerprint+callgraph,FUN_140638c40,loc_8c0583ae,bank05,,20.7,runner-up: sh4 0x8c048924(12.3) / steam 0x140637900(16.9),45,85
0x140638f00,0x8c05791e,low,r:152(5.1) r:81(2.6) d:174(1.1),fingerprint+callgraph,FUN_140638f00,loc_8c05791e,bank05,,8.84,runner-up: sh4 0x8c0578c0(6.2) / steam 0x14063c090(6.2),14,19
0x140639020,0x8c058d64,medium,k:430#1(9.9) kl:430#-5(7.9) ko:430(4.7) r:240(3.4) d:14c(1.7) d:64(1.3) d:170(1.0),fingerprint+callgraph,FUN_140639020,loc_8c058d64,bank05,,29.93,runner-up: sh4 0x8c058dc4(14.3) / steam 0x140473e80(11.5),34,48
0x1406391c0,0x8c056de4,medium,c:2020000(8.8) c:480(7.1) r:164(5.9),fingerprint+callgraph,FUN_1406391c0,loc_8c056de4,bank05,,21.77,runner-up: sh4 0x8c0573e8(7.9) / steam 0x140637d70(15.9),13,24
0x140639200,0x8c059914,high,sw:241#0#3(9.9) b:3d5e(9.3) kl:241#-4(7.9) ko:241(4.1) d:578(1.8) d:2c0(1.7),fingerprint+callgraph,FUN_140639200,loc_8c059914,bank05,,34.57,runner-up: sh4 0x8c057718(12.7) / steam 0x1406394b0(15.7),95,25
0x140639430,0x8c059d3a,low,b:3d48(9.4) c:3fd55555(4.3) r:155(2.7),fingerprint+callgraph,caseD_1,loc_8c059d3a,bank05,,16.32,runner-up: sh4 0x8c059cec(13.7) / steam 0x1406cc3d0(13.7),30,55
0x1406394b0,0x8c059426,high,b:324e8(11.0) b:324e7(11.0) sw:241#0#2(9.9) b:3d10(9.0) kl:241#-5(7.9) c:100000(6.5) c:4000000(6.2) r:173(4.8),fingerprint+callgraph,FUN_1406394b0,loc_8c059426,bank05,,77.34,runner-up: sh4 0x8c057718(49.8) / steam 0x140622f60(19.7),45,80
0x140639660,0x8c059ab4,low,k:416#0(9.9) r:241(5.3) r:152(5.3) ko:416(3.6) r:240(3.4) r:199(2.7) d:580(2.1) d:17(2.0),fingerprint+callgraph,FUN_140639660,loc_8c059ab4,bank05,,38.1,runner-up: sh4 0x8c04447a(10.3) / steam 0x14012f3a0(24.8),157,240
0x140639b60,0x8c0585a4,high,sw:46#0#0(9.9) k:46#0(9.9) kl:46#-2(7.9) ko:46(4.6),fingerprint+callgraph,FUN_140639b60,loc_8c0585a4,bank05,,32.25,runner-up: sh4 0x8c034e8c(4.6) / steam 0x14329faf0(8.6),52,77
0x140639c80,0x8c057944,medium,c:18000(8.8) c:184000(8.6) d:174(1.1),fingerprint,FUN_140639c80,loc_8c057944,bank05,,18.52,runner-up: sh4 0x8c0424a6(8.6) / steam 0x1403384c0(8.9),27,43
0x140639d00,0x8c057718,high,b:3d0e(10.2) b:3d5e(9.4) b:324e0(6.5) r:338(5.5) r:337(5.1) r:149(5.0) c:100(3.9) d:57c(2.5),fingerprint+callgraph,FUN_140639d00,loc_8c057718,bank05,,53.61,runner-up: sh4 0x8c05929c(35.8) / steam 0x14063cbc0(31.1),106,177
